business_name,telephone,business_page,category,website,street,locality,region,zipcode,latitude,longitude
Kosher Submarine,(347) 789-4190,https://www.yellowpages.com/brooklyn-ny/mip/kosher-submarine-480638159,"Kosher Restaurants,Delicatessens,Sandwich Shops",,1301 51st St,Brooklyn,NY,11219,40.6338438,-73.9929733
Levy Kosher,(845) 517-0606,https://www.yellowpages.com/airmont-ny/mip/levy-kosher-489775519,"Kosher Restaurants,Restaurants",,106 Route 59,Airmont,NY,10952,41.1009293,-74.1162544
Happy Buddha Vegetarian Restaurant,(718) 358-0079,https://www.yellowpages.com/flushing-ny/mip/happy-buddha-vegetarian-restaurant-464904755,"Kosher Restaurants,Vegetarian Restaurants,Asian Restaurants",,13537 37th Ave,Flushing,NY,11354,40.7636326,-73.8228967
Ben's Kosher Deli,(212) 991-2052,https://www.yellowpages.com/new-york-ny/mip/bens-kosher-deli-8703772,"Kosher Restaurants,Delicatessens,Restaurants",http://www.bensdeli.net,209 W 38th St,New York,NY,10018,40.7539008,-73.9892603
Pupa Kosher Butcher Corp,(718) 782-6445,https://www.yellowpages.com/brooklyn-ny/mip/pupa-kosher-butcher-corp-541029,"Kosher Restaurants,Delicatessens,Restaurants",,118 Division Ave,Brooklyn,NY,11211,40.7075548,-73.9632678129822
New City Kosher Deli & Restaurant,(845) 639-4943,https://www.yellowpages.com/new-city-ny/mip/new-city-kosher-deli-restaurant-4424002,"Delicatessens,Bagels,Beer & Ale",http://www.newcitykosher.com,282 S Main St,New City,NY,10956,41.1499825,-73.98989776091842
Turnpike Cafe,(917) 300-5196,https://www.yellowpages.com/fresh-meadows-ny/mip/turnpike-cafe-472099458,"Kosher Restaurants,Sushi Bars",http://www.turnpikecafenyc.com,18720 Union Tpke,Fresh meadows,NY,11366,40.7280646,-73.7848424
Mauzone Home Kosher Products,(718) 261-7723,https://www.yellowpages.com/flushing-ny/mip/mauzone-home-kosher-products-469957968,"Kosher Restaurants,Take Out Restaurants,Restaurants",,7230 Main St,Flushing,NY,11367,40.7654301,-73.8174291
Wing Wan Kosher Restaurant,(516) 292-9309,https://www.yellowpages.com/west-hempstead-ny/mip/wing-wan-kosher-restaurant-1777404,"Sushi Bars,Chinese Restaurants,Asian Restaurants",http://www.wingwankosherrestaurant.com,248 Hempstead Ave,West Hempstead,NY,11552,40.70096405,-73.64711750000001
Jin Glatt Kosher Chinese & Sushi,(973) 777-4900,https://www.yellowpages.com/passaic-nj/mip/jin-glatt-kosher-chinese-sushi-471032919,"Kosher Restaurants,Chinese Restaurants,Sushi Bars",http://www.jinglatt.com,227 Main Ave,Passaic,NJ,7055,40.84667408333333,-74.12687516666666
Hoboken Hero's,(973) 857-0800,https://www.yellowpages.com/verona-nj/mip/hoboken-heros-534438542,"Kosher Restaurants,Beverages,Restaurants",,45 Bloomfield Ave,Verona,NJ,7044,40.825177,-74.228842
Elka's Kosher Take-Out,(916) 341-9971,https://www.yellowpages.com/buffalo-ny/mip/elkas-kosher-take-out-471240851,"Kosher Restaurants,Take Out Restaurants,Sushi Bars",http://www.elkas.org,556 Dartmouth Ave,Buffalo,NY,14215,42.9435184,-78.80467715
Geulah's Kosher Cafe,(585) 461-2000,https://www.yellowpages.com/rochester-ny/mip/geulahs-kosher-cafe-482239148,"Kosher Restaurants,Delicatessens,Sandwich Shops",,1200 Edgewood Ave,Rochester,NY,14618,43.163418,-77.6084615
Fortune Glatt Kosher Chinese Takeout,(718) 591-7788,https://www.yellowpages.com/fresh-meadows-ny/mip/fortune-glatt-kosher-chinese-takeout-521193111,"Kosher Restaurants,Chinese Restaurants,Restaurants",http://www.kosherfortune.com,18026 Union Tpke,Fresh Meadows,NY,11366,40.7280646,-73.7848424
Caravan Of Dreams,(212) 254-1613,https://www.yellowpages.com/new-york-ny/mip/caravan-of-dreams-2408805,"Kosher Restaurants,Vegetarian Restaurants,Family Style Restaurants",http://www.caravanofdreams.net,405 E 6th St,New York,NY,10009,40.7263332,-73.985734
Kosher Kitchen NYU,(212) 995-3939,https://www.yellowpages.com/new-york-ny/mip/kosher-kitchen-nyu-28683824,"Kosher Restaurants,Restaurants",https://nyu.campusdish.com/Locations/KosherEatery.aspx,5 University Pl,New York,NY,10003,40.7310425,-73.994932
Ben's,(718) 229-2367,https://www.yellowpages.com/bayside-ny/mip/bens-536303136,"Kosher Restaurants,Caterers,Delicatessens",http://www.bensdeli.net,21137 26th Ave,Bayside,NY,11360,40.7684351,-73.7770774
WWW.GODVERSESTHELORD.COM,(973) 885-3775,https://www.yellowpages.com/new-york-ny/mip/www-godversesthelord-com-518955692,"Kosher Restaurants,Movie Theaters,Jewish Christian Places of Worship",http://www.godversesthelord.com,100 Broadway,New York,NY,10005,40.70797775,-74.01109348756432
Tevere Kosher Cuisine of Rome,(212) 744-0210,https://www.yellowpages.com/new-york-ny/mip/tevere-kosher-cuisine-of-rome-525300401,"Kosher Restaurants,Take Out Restaurants,Restaurants",http://www.teverenyc.com,155 E 84th St,New York,NY,10028,40.7781272,-73.9559248918601
Cornell Kosher Dining Hall,(607) 272-6907,https://www.yellowpages.com/ithaca-ny/mip/cornell-kosher-dining-hall-7967291,"Kosher Restaurants,Caterers,Restaurants",http://cornell.edu,104 West Ave,Ithaca,NY,14850,42.44414433456078,-76.4876844352543
Kosher Market Place INC,(212) 580-6378,https://www.yellowpages.com/new-york-ny/mip/kosher-market-place-inc-497856611,"Kosher Restaurants,Caterers,Restaurants",,2242 Broadway,New York,NY,10024,40.784559,-73.9791353
Ben's Kosher Delicatessen Restaurants & Caterers,(718) 229-2367,https://www.yellowpages.com/astoria-ny/mip/bens-kosher-delicatessen-restaurants-caterers-478361705,"Kosher Restaurants,Delicatessens,Caterers",http://www.bensdeli.net,211 26th Ave,Astoria,NY,11102,40.7735448,-73.9250622
R & S Kosher Restaurant & Caterers,(732) 363-6688,https://www.yellowpages.com/lakewood-nj/mip/r-s-kosher-restaurant-caterers-15045736,"Kosher Restaurants,Delicatessens,Caterers",http://unitedoperations.com,416 Clifton Ave,Lakewood,NJ,8701,40.09432271428572,-74.21514587755102
Mr Nosh,(718) 253-1400,https://www.yellowpages.com/brooklyn-ny/mip/mr-nosh-14204436,"Kosher Restaurants,Chinese Restaurants",https://www.mrnosh1.com,3323 Avenue N,Brooklyn,NY,11234,40.6178099,-73.94146821681144
The Purple Pear,(845) 352-5262,https://www.yellowpages.com/monsey-ny/mip/the-purple-pear-5298239,"Kosher Restaurants,Restaurants,Italian Restaurants",,106 Route 59 Ste A,Monsey,NY,10952,41.118048,-74.05940368364077
Benjys Kosher Pizza & Dairy Restaurant,(718) 268-0791,https://www.yellowpages.com/flushing-ny/mip/benjys-kosher-pizza-dairy-restaurant-474269793,"Pizza,Caterers,Restaurants",https://www.facebook.com/benjyspizza,7272 Main St,Flushing,NY,11367,40.7654301,-73.8174291
Shashlichok Inc,(917) 475-1223,https://www.yellowpages.com/new-york-ny/mip/shashlichok-inc-504977163,"Kosher Restaurants,Restaurants",,74 W 47th St,New York,NY,10036,40.7577021,-73.98152667437051
Glatt Kosher Shawarma,(718) 339-1212,https://www.yellowpages.com/brooklyn-ny/mip/glatt-kosher-shawarma-469077258,"Kosher Restaurants,Restaurants",,1906 Avenue M,Brooklyn,NY,11230,40.6182517,-73.95590198813815
Tiberias,(212) 481-4222,https://www.yellowpages.com/new-york-ny/mip/tiberias-456694511,"Kosher Restaurants,Take Out Restaurants,Japanese Restaurants",http://www.greatrestaurantsmag.com/KOSHER/restaurants/490/tiberias,45 E 34th St,New York,NY,10016,40.74777015,-73.98223247055394
La Briyut Glatt Kosher Restaurant,(347) 707-7007,https://www.yellowpages.com/brooklyn-ny/mip/la-briyut-glatt-kosher-restaurant-537077029,"Kosher Restaurants,Restaurants",,811 Kings Hwy,Brooklyn,NY,11223,40.60682355,-73.96423634504256
NY Brat Factory,(646) 861-1452,https://www.yellowpages.com/new-york-ny/mip/ny-brat-factory-527137805,"Kosher Restaurants,Caterers,Restaurants",http://www.nybratfactory.com,933 Amsterdam Ave,New York,NY,10025,40.8001825,-73.9656472
Schnitzel Express,(212) 997-7770,https://www.yellowpages.com/new-york-ny/mip/schnitzel-express-4572542,"Kosher Restaurants,Caterers,Take Out Restaurants",http://www.aransaspasshvacservice.com,1410 Broadway,New York,NY,10018,40.7533736,-73.9869019
Zomick's Kosher Bakery,(516) 239-3980,https://www.yellowpages.com/inwood-ny/mip/zomicks-kosher-bakery-459454856,"Kosher Restaurants,Bakeries,American Restaurants",,85 Inip Dr,Inwood,NY,11096,40.6267195710064,-73.74882911990693
Pahal Zan,(718) 793-7177,https://www.yellowpages.com/forest-hills-ny/mip/pahal-zan-503695290,"Kosher Restaurants,Caterers,Middle Eastern Restaurants",http://www.foresthillspahalzan.com,10612 Continental Ave,Forest Hills,NY,11375,40.7191029,-73.8454726
Chick Chack Chicken,(516) 371-3600,https://www.yellowpages.com/cedarhurst-ny/mip/chick-chack-chicken-512461038,"Kosher Restaurants,Restaurants",,450 Rockaway Tpke,Cedarhurst,NY,11516,40.6279759,-73.7368396
David Restaurant Corp,(718) 998-8600,https://www.yellowpages.com/brooklyn-ny/mip/david-restaurant-corp-4228827,"Kosher Restaurants,Restaurants",http://www.davids-restaurant-brooklyn.helpbank-advertising.com,539 Kings Hwy,Brooklyn,NY,11223,40.6046894,-73.9695076
Upside Craft Burgers,(718) 633-0233,https://www.yellowpages.com/brooklyn-ny/mip/upside-craft-burgers-533205158,"Kosher Restaurants,Restaurants",http://www.upsidecraft.com,4102 18th Ave,Brooklyn,NY,11218,40.6321771,-73.9744663
Salut,(718) 275-6860,https://www.yellowpages.com/forest-hills-ny/mip/salut-491662596,"Kosher Restaurants,Middle Eastern Restaurants,Take Out Restaurants",http://saluterestaurant.net,6361 108th St,Forest Hills,NY,11375,40.7195942,-73.8448553
Donny's Deli,(732) 851-4000,https://www.yellowpages.com/englishtown-nj/mip/donnys-deli-512021131,"Kosher Restaurants,Delicatessens,Middle Eastern Restaurants",http://www.donnysmanalapan.com,339 Us Highway 9,Englishtown,NJ,7726,40.2973319,-74.3582041
Ben's Kosher Deli & Restaurant,(516) 933-9200,https://www.yellowpages.com/hicksville-ny/mip/bens-kosher-deli-restaurant-10129184,"Delicatessens,Restaurants",http://www.bensdeli.com,47 W Nicholai St,Hicksville,NY,11801,40.7650737,-73.52376702178458
Victoria Kosher Palace,(201) 773-6195,https://www.yellowpages.com/fair-lawn-nj/mip/victoria-kosher-palace-537297292,"Kosher Restaurants,Restaurants",,12-46 River Rd,Fair Lawn,NJ,7410,40.9246903,-74.1294032
Raw BK,(718) 676-1360,https://www.yellowpages.com/brooklyn-ny/mip/raw-bk-534137731,"Kosher Restaurants,Restaurants",,462 Avenue P,Brooklyn,NY,11223,40.6088808,-73.97032524466411
Benny's Pizza,(718) 253-1894,https://www.yellowpages.com/brooklyn-ny/mip/bennys-pizza-29342291,"Kosher Restaurants,Pizza,Italian Restaurants",,1418 Avenue J,Brooklyn,NY,11230,40.624894999999995,-73.961702
Waterbury Kosher World,(203) 757-4992,https://www.yellowpages.com/waterbury-ct/mip/waterbury-kosher-world-531888886,"Kosher Restaurants,Restaurants",http://waterburykosherworld.com,701 Cooke St,Waterbury,CT,6710,41.57700990909091,-73.04153027272727
G O Kosher,(914) 242-4663,https://www.yellowpages.com/mount-kisco-ny/mip/g-o-kosher-515266017,"Kosher Restaurants,Take Out Restaurants,Caterers",http://www.gokoshercatering.com,41 S Moger Ave,Mount Kisco,NY,10549,41.2042616,-73.7270761
Avraham Bakery,(718) 969-1074,https://www.yellowpages.com/flushing-ny/mip/avraham-bakery-3860454,"Kosher Restaurants,Restaurants",,7747 Vleigh Pl,Flushing,NY,11367,40.7654301,-73.8174291
"Junior's Cheesecake, Inc.",(718) 852-5257,https://www.yellowpages.com/brooklyn-ny/mip/juniors-cheesecake-inc-458649265,"Kosher Restaurants,Restaurants,Caterers",http://www.juniorscheesecake.com,386 Flatbush Avenue Ext,Brooklyn,NY,11201,40.6501038,-73.9495823
Kosher Hut Of Brooklyn,(718) 376-8996,https://www.yellowpages.com/brooklyn-ny/mip/kosher-hut-of-brooklyn-4373534,"Kosher Restaurants,Restaurants",https://kosherhutofbrooklyn.netwaiter.com/brooklyn/about,709 Kings Hwy,Brooklyn,NY,11223,40.6064268,-73.96534068496062
Chatanooga Restaurant,(516) 487-4455,https://www.yellowpages.com/great-neck-ny/mip/chatanooga-restaurant-3752287,"Kosher Restaurants,Restaurant Management & Consultants,Family Style Restaurants",http://chatanoogarestaurant.com,37 Cuttermill Rd,Great Neck,NY,11021,40.786534200000006,-73.7297045
Excellent Kosher Food Distrubtors,(718) 338-6043,https://www.yellowpages.com/brooklyn-ny/mip/excellent-kosher-food-distrubtors-547755684,"Kosher Restaurants,Restaurants",,1564 Coney Island Ave,Brooklyn,NY,11230,40.619270650000004,-73.9644323834392
Holy Cow Kosher,(862) 231-2298,https://www.yellowpages.com/newark-nj/mip/holy-cow-kosher-520355516,"Kosher Restaurants,Restaurants",,146 Christie St,Newark,NJ,7105,40.729088679849404,-74.14150376125035
Kosher Food Corp,(845) 794-5918,https://www.yellowpages.com/monticello-ny/mip/kosher-food-corp-546866587,"Kosher Restaurants,Restaurants",,286 E Broadway,Monticello,NY,12701,41.652071,-74.675548
Kosher Nosh Deli Restaurant,(201) 445-1186,https://www.yellowpages.com/glen-rock-nj/mip/kosher-nosh-deli-restaurant-15633355,"Kosher Restaurants,Caterers,Delicatessens",http://www.koshernosh.com,894 Prospect St,Glen Rock,NJ,7452,40.95268363636364,-74.107978
Weintraub's Jewish Deli,(508) 756-7870,https://www.yellowpages.com/worcester-ma/mip/weintraubs-jewish-deli-7661190,"Kosher Restaurants,Delicatessens,Restaurants",https://www.weintraubsdeli.com,126 Water St,Worcester,MA,1604,42.5290073,-71.7540186820636
F & F Glatt Kosher,(718) 513-6565,https://www.yellowpages.com/brooklyn-ny/mip/f-f-glatt-kosher-542793750,"Kosher Restaurants,Restaurants",,3006 Avenue K Apt 1,Brooklyn,NY,11210,40.6501038,-73.9495823
Yummy Kosher Grill,(718) 872-5513,https://www.yellowpages.com/brooklyn-ny/mip/yummy-kosher-grill-526515691,"Kosher Restaurants,Restaurants",http://yummykoshergrill.com,1519 Avenue J,Brooklyn,NY,11230,40.6253883,-73.9606734
Katz's Delicatessen,(212) 254-2246,https://www.yellowpages.com/new-york-ny/mip/katzs-delicatessen-482439941,"Kosher Restaurants,Delicatessens,Caterers",http://katzsdelicatessen.com,205 E Houston St,New York,NY,10002,40.722345,-73.9873614
2 Guys Burger & Sandwich Bar,(718) 897-1575,https://www.yellowpages.com/rego-park-ny/mip/2-guys-burger-sandwich-bar-520095485,"Kosher Restaurants,Food Delivery Service,Fast Food Restaurants",,6355 Wetherole St,Rego Park,NY,11374,40.7279569,-73.8635025
Glatt Kosher Kyoto,(347) 220-8220,https://www.yellowpages.com/brooklyn-ny/mip/glatt-kosher-kyoto-532017132,"Kosher Restaurants,Restaurants,Japanese Restaurants",,547 Kings Hwy,Brooklyn,NY,11223,40.6046531,-73.9692617
Town Deli,(516) 439-5222,https://www.yellowpages.com/great-neck-ny/mip/town-deli-456822612,"Kosher Restaurants,Delicatessens,Caterers",http://www.koshergyro.com,711 Middle Neck Rd,Great Neck,NY,11024,40.8062181,-73.7349772
Shalom Deli Cafe Inc,(516) 632-5621,https://www.yellowpages.com/baldwin-ny/mip/shalom-deli-cafe-inc-551411955,"Kosher Restaurants,Delicatessens,Restaurants",,989 Atlantic Ave,Baldwin,NY,11510,40.639471,-73.608737
The Orchid,(732) 321-9829,https://www.yellowpages.com/metuchen-nj/mip/the-orchid-9063923,"Kosher Restaurants,Caterers,Middle Eastern Restaurants",http://www.theorchidkosher.com,455 Main St,Metuchen,NJ,8840,40.542781185185184,-74.36229203703704
Talia's Steakhouse & Bar,(212) 580-3770,https://www.yellowpages.com/new-york-ny/mip/talias-steakhouse-bar-51372,"Kosher Restaurants,Bars,Cocktail Lounges",http://www.taliassteakhouse.com,668 Amsterdam Ave,New York,NY,10025,40.7919609,-73.972147
Madan Kosher,(718) 435-8556,https://www.yellowpages.com/brooklyn-ny/mip/madan-kosher-482910328,"Kosher Restaurants,Restaurants",http://limocompany.org,4302 16th Ave,Brooklyn,NY,11204,40.63441845,-73.98228050599366
Cafe Classico,(212) 355-5411,https://www.yellowpages.com/new-york-ny/mip/cafe-classico-9650362,"Kosher Restaurants,Breakfast, Brunch & Lunch Restaurants,Take Out Restaurants",http://www.cafeclassicotogo.com,35 W 57th St,New York,NY,10019,40.764033,-73.9758290533025
Eden Kosher Foods,(914) 268-0800,https://www.yellowpages.com/yonkers-ny/mip/eden-kosher-foods-473585003,"Kosher Restaurants,Delicatessens,Restaurants",http://www.edenkosher.com,2558 Central Park Ave,Yonkers,NY,10710,40.905956,-73.8778518
Great Kosher Restaurants,(718) 434-2444,https://www.yellowpages.com/brooklyn-ny/mip/great-kosher-restaurants-542466323,"Kosher Restaurants,Restaurants",https://www.greatkosherrestaurants.com,1 Ocean Pkwy,Brooklyn,NY,11218,40.650547,-73.972453
Lou G Siegel Glatt Kosher,(212) 921-4433,https://www.yellowpages.com/new-york-ny/mip/lou-g-siegel-glatt-kosher-19647616,"Kosher Restaurants,Restaurants",,240 W 14th St,New York,NY,10011,40.739167699999996,-74.00176315954039
Eighteen Restaurant,(212) 517-2400,https://www.yellowpages.com/new-york-ny/mip/eighteen-restaurant-464983627,"Kosher Restaurants,Family Style Restaurants,Asian Restaurants",http://www.eighteenrestaurant.com/#/HOME-01-00,240 E 81st St,New York,NY,10028,40.77468355,-73.95465794742209
Turqiose Kosher Fish Restaurant,(718) 776-7775,https://www.yellowpages.com/fresh-meadows-ny/mip/turqiose-kosher-fish-restaurant-154588,"Kosher Restaurants,Restaurants,Seafood Restaurants",http://www.turquoisekosherfish.com,18923 Union Tpke,Fresh Meadows,NY,11366,40.7280646,-73.7848424
V Life,(212) 760-1900,https://www.yellowpages.com/new-york-ny/mip/v-life-496237957,"Kosher Restaurants,Sandwich Shops,Juices",http://www.vlifenyc.com,348 7th Ave,New York,NY,10001,40.7480788,-73.9929491
Roti Mediterranean Grill,(212) 682-0126,https://www.yellowpages.com/new-york-ny/mip/roti-mediterranean-grill-467467021,"Kosher Restaurants,Take Out Restaurants,Mediterranean Restaurants",http://www.roti.com,142 E 43rd St,New York,NY,10017,40.65371014285714,-74.01415285714286
Simply Divine,(212) 541-7300,https://www.yellowpages.com/new-york-ny/mip/simply-divine-471885339,"Kosher Restaurants,Restaurants,Caterers",http://simplydivine.com,334 Amsterdam Ave,New York,NY,10023,40.78114565,-73.98019929465389
Nissan's Kosher Deli,(716) 631-2222,https://www.yellowpages.com/buffalo-ny/mip/nissans-kosher-deli-479551432,"Kosher Restaurants,Delicatessens,Middle Eastern Restaurants",http://buffalokosher.com,3980 Maple Rd,Buffalo,NY,14226,42.9911353,-78.7621488
Epstein's Kosher Delicatessen,(914) 793-3131,https://www.yellowpages.com/yonkers-ny/mip/epsteins-kosher-delicatessen-537288538,"Kosher Restaurants,Delicatessens,Restaurants",http://www.epsteinsdeli.com,2574 Central Park Ave,Yonkers,NY,10710,40.905956,-73.8778518
Talia's Manhattan Kosher,(212) 580-3770,https://www.yellowpages.com/new-york-ny/mip/talias-manhattan-kosher-531328445,"Kosher Restaurants,Take Out Restaurants,Breakfast, Brunch & Lunch Restaurants",,668 Amsterdam Ave,New York,NY,10025,40.7919609,-73.972147
Kinneret Kosher Pizza Restaurant,(216) 321-1404,https://www.yellowpages.com/cleveland-heights-oh/mip/kinneret-kosher-pizza-restaurant-10872226,"Pizza,Caterers,Restaurants",http://cleveland-kosher-ohio-restaurant.de23.com,1869 S Taylor Rd,Cleveland Heights,OH,44118,41.5087098,-81.5555761
Empire Kosher Inc,(718) 221-2414,https://www.yellowpages.com/brooklyn-ny/mip/empire-kosher-inc-13746379,"Kosher Restaurants,Take Out Restaurants,Restaurants",http://www.ekspecials.com,529 Empire Blvd,Brooklyn,NY,11225,40.664240250000006,-73.9446005
Jerusalem Cafe - OK Kosher,(212) 398-1475,https://www.yellowpages.com/new-york-ny/mip/jerusalem-cafe-ok-kosher-464872133,"Kosher Restaurants,Pizza,Restaurants",,35 W. 36th St,New York,NY,10018,40.7506588,-73.98528741194407
Elite Kosher Restaurant,(516) 466-2233,https://www.yellowpages.com/great-neck-ny/mip/elite-kosher-restaurant-12437795,"Kosher Restaurants,Pizza,Sushi Bars",http://www.elitepizzany.com,94 Middle Neck Rd,Great Neck,NY,11021,40.7891142,-73.73002571980355
Great Kosher Restaurants Magazine,(718) 336-4201,https://www.yellowpages.com/brooklyn-ny/mip/great-kosher-restaurants-magazine-491127283,"Kosher Restaurants,Restaurants",http://www.greatkosherrestaurants.com,1872 Stuart St,Brooklyn,NY,11229,40.60731935,-73.9402318
Saba's Pizza,(212) 987-9130,https://www.yellowpages.com/new-york-ny/mip/sabas-pizza-6178905,"Kosher Restaurants,Pizza,Italian Restaurants",http://www.sabaspizzanyc.com,1376 Lexington Ave,New York,NY,10128,40.7826011,-73.9535099
Passover Menu,(718) 205-8019,https://www.yellowpages.com/rego-park-ny/mip/passover-menu-469249513,"Kosher Restaurants,Kosher Grocery Stores,Meat Markets",http://www.glattkoshercatering.com,6306 Woodhaven Blvd,Rego Park,NY,11374,40.7209599,-73.8659469
Heart Beet Eatery,(718) 374-3129,https://www.yellowpages.com/forest-hills-ny/mip/heart-beet-eatery-532753741,Kosher Restaurants,,10005 Metropolitan Ave Apt 10005,Forest Hills,NY,11375,40.7195942,-73.8448553
Kosher Express,(201) 791-8818,https://www.yellowpages.com/fair-lawn-nj/mip/kosher-express-9846898,"Kosher Restaurants,Chinese Restaurants,Take Out Restaurants",http://kosherexpress.weebly.com,22-16 Morlot Ave,Fair Lawn,NJ,7410,40.9244505,-74.1393002
Woodro Kosher Delicatessen & Restaurant,(516) 791-4033,https://www.yellowpages.com/hewlett-ny/mip/woodro-kosher-delicatessen-restaurant-512471756,"Delicatessens,Family Style Restaurants,Caterers",http://ww7.woodrokosherdeli.com,1441 Broadway,Hewlett,NY,11557,40.6424598,-73.696856
Ricon Peruano,(516) 470-0806,https://www.yellowpages.com/hicksville-ny/mip/ricon-peruano-459370064,"Kosher Restaurants,Restaurants",,495 S Broadway,Hicksville,NY,11801,40.75661427777778,-73.51066886111111
Kosher Salads Produce Inc,(917) 771-9978,https://www.yellowpages.com/brooklyn-ny/mip/kosher-salads-produce-inc-3063908,"Kosher Restaurants,Restaurants",,953 53rd St,Brooklyn,NY,11219,40.63743185,-74.0017496
Matamin Kosher PRO,(718) 435-8556,https://www.yellowpages.com/brooklyn-ny/mip/matamin-kosher-pro-28636336,"Kosher Restaurants,Take Out Restaurants,Restaurants",http://limocompany.org,4302 16th Ave,Brooklyn,NY,11204,40.63441845,-73.98228050599366
Shang-Chai-Kosher Restaurant,(718) 377-6100,https://www.yellowpages.com/brooklyn-ny/mip/shang-chai-kosher-restaurant-3709030,"Kosher Restaurants,Take Out Restaurants,Restaurants",,2189 Flatbush Ave,Brooklyn,NY,11234,40.6167882,-73.92994257697
Slices Of Brooklyn,(718) 627-9668,https://www.yellowpages.com/brooklyn-ny/mip/slices-of-brooklyn-465562008,"Kosher Restaurants,Restaurants",http://www.autoleasingofbrooklyn.com,549 Kings Hwy,Brooklyn,NY,11223,40.6046983,-73.9689959
Hungarian Kosher Cuisine,(718) 851-0400,https://www.yellowpages.com/brooklyn-ny/mip/hungarian-kosher-cuisine-7486979,"Kosher Restaurants,Take Out Restaurants,Restaurants",,5009 16th Ave,Brooklyn,NY,11204,40.63010625,-73.98617483631106
Tov U' Mai Tiv,(718) 258-7991,https://www.yellowpages.com/brooklyn-ny/mip/tov-u-mai-tiv-5882100,"Kosher Restaurants,Middle Eastern Restaurants,Caterers",https://www.facebook.com/pages/Tov-Umai-Tiv/118577784821235,2668 Nostrand Ave,Brooklyn,NY,11210,40.6192573,-73.94563559559361
Jewish Association Serving The Aging,(212) 273-5230,https://www.yellowpages.com/hempstead-ny/mip/jewish-association-serving-the-aging-544809030,"Kosher Restaurants,Restaurants",,44 N Franklin St,Hempstead,NY,11550,40.7071381,-73.6266113
Haya's Bakery,(212) 749-5150,https://www.yellowpages.com/new-york-ny/mip/hayas-bakery-468032203,"Kosher Restaurants,Wholesale Bakeries,Health & Diet Food Products",http://www.hayasbakery.com,118 W 95th St,New York,NY,10025,40.79232948979592,-73.96858312244898
Joel Kiryas Kosher Food Center,(845) 783-8400,https://www.yellowpages.com/monroe-ny/mip/joel-kiryas-kosher-food-center-12296378,"Kosher Restaurants,Restaurants",,1 Apta Way,Monroe,NY,10950,41.338236,-74.17009
King David Kosher Restaurant,(718) 896-7686,https://www.yellowpages.com/forest-hills-ny/mip/king-david-kosher-restaurant-11387384,"Kosher Restaurants,American Restaurants,Caterers",http://www.kdkosher.com,10110 Queens Blvd,Forest Hills,NY,11375,40.7195942,-73.8448553
