business_name,telephone,business_page,category,website,street,locality,region,zipcode,latitude,longitude
Yeshiva Ketana Of Long Island,(516) 612-4815,https://www.yellowpages.com/inwood-ny/mip/yeshiva-ketana-of-long-island-4299449,"Educational Consultants,Educational Services",http://www.ykli.org,321 Doughty Blvd,Inwood,NY,11096,40.620194,-73.746649
Yeshiva Torah Temimah,(718) 377-3743,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-torah-temimah-517158528,"Educational Consultants,Educational Services",,2818 Avenue K,Brooklyn,NY,11210,40.62398715,-73.94759324816218
Yeshiva Slabodka Benei Beraq,(718) 633-2513,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-slabodka-benei-beraq-1711402,"Private Schools (K-12),Religious General Interest Schools,Schools",,1339 46th St,Brooklyn,NY,11219,40.636197249999995,-73.98919700768576
Yeshiva Beth Moshe,(718) 972-6111,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-beth-moshe-472006896,"Colleges & Universities,Schools",,5402 14th Ave,Brooklyn,NY,11219,40.6309796,-73.99319133555858
Yeshiva Toras Yisroel Rabbincal Seminary,(718) 633-5306,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-toras-yisroel-rabbincal-seminary-4740661,"Public Schools,Schools",,5311 New Utrecht Ave,Brooklyn,NY,11219,40.632783200000006,-73.99499134999999
Bobov Yeshiva Of Monsey,(845) 578-1755,https://www.yellowpages.com/monsey-ny/mip/bobov-yeshiva-of-monsey-474669543,"Public Schools,Schools",,230 Viola Rd,Monsey,NY,10952,41.1341738,-74.0603506
Yeshiva Avir Yakov,(845) 354-7555,https://www.yellowpages.com/spring-valley-ny/mip/yeshiva-avir-yakov-506524437,Schools,,766 Chestnut Ridge Rd,Spring Valley,NY,10977,41.08581599512248,-74.05410601680185
Yeshiva Of Machzlkal Hadas Inc,(718) 853-0003,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-of-machzlkal-hadas-inc-519735894,"Messianic Places of Worship,Churches & Places of Worship",,4621 13th Ave,Brooklyn,NY,11219,40.636151100000006,-73.99061647059517
Yeshiva Machzikeil Ha,(347) 240-0221,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-machzikeil-ha-504012415,"Public Schools,Schools",,4814 16th Ave,Brooklyn,NY,11204,40.63139255,-73.98546201983726
Yeshiva of Rockland,(845) 352-1573,https://www.yellowpages.com/spring-valley-ny/mip/yeshiva-of-rockland-740026,"Public Schools,Schools,Religious General Interest Schools",,250 N Main St,Spring Valley,NY,10977,41.1130231,-74.0437839
Congregation Shir Shalom,(716) 633-8877,https://www.yellowpages.com/buffalo-ny/mip/congregation-shir-shalom-501669983,Religious Organizations,http://shirshalombuffalo.org,4660 Sheridan Dr,Buffalo,NY,14221,42.9781624,-78.6995297
Yeshiva Boyan,(718) 435-6060,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-boyan-883246,"Public Schools,Schools",,4315 12th Ave,Brooklyn,NY,11219,40.63916205,-73.99083475057003
Cong Yeshiva Avir Yakov,(845) 354-0874,https://www.yellowpages.com/new-square-ny/mip/cong-yeshiva-avir-yakov-497861810,"Public Schools,Preschools & Kindergarten",http://mail.ercsd.k12.ny.us/gw/webacc,766 N Main St Ste 101,New Square,NY,10977,41.1409461,-74.0295992
Yeshiva Bobover,(718) 435-7514,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-bobover-9019167,"Public Schools,Schools",,4206 15th Ave,Brooklyn,NY,11219,40.6362356,-73.98408233835445
Yeshiva Of Belle Harbor,(718) 474-0045,https://www.yellowpages.com/rockaway-park-ny/mip/yeshiva-of-belle-harbor-10469897,"Public Schools,Preschools & Kindergarten,Schools",http://www.yeshivaofbelleharbor.org,13401 Rockaway Beach Blvd Ste 1,Rockaway Park,NY,11694,40.5805104,-73.8361535
Yeshiva Darche,(718) 333-3448,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-darche-546757979,Schools,,1625 Coney Island Ave,Brooklyn,NY,11230,40.617872250000005,-73.96350980230594
Yeshiva Of Flatbush,(718) 859-3018,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-of-flatbush-540990546,Schools,,916 Avenue I,Brooklyn,NY,11230,40.6267568,-73.96694645314095
Yeshiva Shaarei Yosher Office,(845) 434-5583,https://www.yellowpages.com/fallsburg-ny/mip/yeshiva-shaarei-yosher-office-466533440,"Public Schools,Schools",,5556 State Route 42,Fallsburg,NY,12733,41.7320362,-74.6012711
Yeshiva Darchei Torah,(845) 434-2087,https://www.yellowpages.com/woodbourne-ny/mip/yeshiva-darchei-torah-514390762,"Private Schools (K-12),Schools",,228 Todd Rd,Woodbourne,NY,12788,41.759814,-74.5940484
Yeshiva Shaare Torah,(718) 437-6101,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-shaare-torah-3149189,Schools,,222 Ocean Pkwy,Brooklyn,NY,11218,40.64352047368421,-73.97452994736841
Chabad House Of Buffalo,(716) 688-1642,https://www.yellowpages.com/getzville-ny/mip/chabad-house-of-buffalo-12044712,"Religious Organizations,Synagogues,Churches & Places of Worship",https://www.chabadofbuffalo.com,2450 North Forest Road,Getzville,NY,14068,43.01013951325442,-78.77795968882532
Congregation Zichron Dovid/ Yeshiva Harei Bisamim,(718) 926-5751,https://www.yellowpages.com/brooklyn-ny/mip/congregation-zichron-dovid-yeshiva-harei-bisamim-548694892,School Information,,1135 54th Street,Brooklyn,NY,11219,40.63448025,-73.99836465
Yeshiva of Telshe Alumni,(718) 549-0540,https://www.yellowpages.com/bronx-ny/mip/yeshiva-of-telshe-alumni-474668117,Schools,,640 W 249th St,Bronx,NY,10471,40.8966711,-73.91109640030399
Yeshiva Kehilath Yakov,(718) 387-7905,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-kehilath-yakov-462885958,"Public Schools,Schools,Private Schools (K-12)",,68 Harrison Ave,Brooklyn,NY,11211,40.7047770625,-73.9521598125
Yeshiva Shaare Torah Girls High School,(718) 382-4000,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-shaare-torah-girls-high-school-458887966,"Public Schools,Schools,Elementary Schools",,1768 Ocean Ave,Brooklyn,NY,11230,40.6189667,-73.9554677590415
Yeshiva Ltzierim,(718) 232-6480,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-ltzierim-482492560,"Public Schools,Schools",,2143 65th St,Brooklyn,NY,11204,40.6147809,-73.98230664183438
Yeshiva B'nei Torah,(516) 983-7878,https://www.yellowpages.com/far-rockaway-ny/mip/yeshiva-bnei-torah-13571739,Religious General Interest Schools,http://www.ybt.org,737 Elvira Ave,Far Rockaway,NY,11691,40.60250685,-73.7408573108084
Yeshiva Sharrai Hatzlacha,(718) 232-1333,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-sharrai-hatzlacha-456720643,,,1535 63rd St Ste LL,Brooklyn,NY,11219,40.6501038,-73.9495823
Yeshiva & Kolel Bais Medrosh Elyon,(845) 356-7064,https://www.yellowpages.com/monsey-ny/mip/yeshiva-kolel-bais-medrosh-elyon-22553748,,,73 Main St,Monsey,NY,10952,41.118048,-74.05940368364077
Yeshiva Kehilath Yakov,(914) 512-9301,https://www.yellowpages.com/ossining-ny/mip/yeshiva-kehilath-yakov-1805250,"Private Schools (K-12),Schools,Child Care",http://nces.ed.gov,340 Illington Rd,Ossining,NY,10562,41.1613168,-73.8620367
Yeshiva Kehilath Yakov Inc,(718) 972-0839,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-kehilath-yakov-inc-3501609,"Private Schools (K-12),Schools,Educational Services",,4706 10th Ave,Brooklyn,NY,11219,40.6400859,-73.99789084259592
Yeshiva Mkor Chaim,(718) 972-1215,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-mkor-chaim-1569102,Schools,,1600 55th St,Brooklyn,NY,11204,40.6275025,-73.9889214
Yeshiva Gedolah Zichron Leyma,(908) 587-0502,https://www.yellowpages.com/linden-nj/mip/yeshiva-gedolah-zichron-leyma-1279875,"Colleges & Universities,Religious General Interest Schools",,1000 Orchard Ter,Linden,NJ,7036,40.636994,-74.266296
Yeshiva Kehilath Yakov Student Phone,(718) 851-6659,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-kehilath-yakov-student-phone-814795,"Public Schools,Schools,Day Care Centers & Nurseries",,1402 40th St,Brooklyn,NY,11218,40.638406950000004,-73.98457559186431
Yeshiva Shaar Ephrayim,(845) 578-4001,https://www.yellowpages.com/monsey-ny/mip/yeshiva-shaar-ephrayim-6276006,"Public Schools,Schools",,176 Maple Ave,Monsey,NY,10952,41.11664459767553,-74.06071565492019
Cong Yeshiva Avir Kakov,(845) 573-9235,https://www.yellowpages.com/new-city-ny/mip/cong-yeshiva-avir-kakov-465597109,"Public Schools,Schools",,32 Addison Boyce Dr,New City,NY,10956,41.13907104893753,-74.0201723467818
Yeshiva Ahavas Torah,(718) 339-9656,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-ahavas-torah-6592285,Religious General Interest Schools,http://www.yahavastorah.com,2961 Nostrand Ave,Brooklyn,NY,11229,40.6121779,-73.94370342571861
Yeshiva University High School for Girls,(718) 479-8550,https://www.yellowpages.com/hollis-ny/mip/yeshiva-university-high-school-for-girls-468471452,"High Schools,Religious General Interest Schools",http://www.yuhsg.org,8686 Palo Alto St,Hollis,NY,11423,40.7199108,-73.7733037
Malka Kesser Girls Yeshiva,(718) 854-7777,https://www.yellowpages.com/brooklyn-ny/mip/malka-kesser-girls-yeshiva-471935567,Religious General Interest Schools,,1019 46th St,Brooklyn,NY,11219,40.64049455,-73.99626406878711
Bobov Monsey Yeshiva - CLOSED,,https://www.yellowpages.com/spring-valley-ny/mip/bobov-monsey-yeshiva-481586752,"Public Schools,Schools,Elementary Schools",,7 S Rigaud Rd,Spring Valley,NY,10977,41.1130231,-74.0437839
Yeshivas Menachem Mendel,(845) 721-2947,https://www.yellowpages.com/monsey-ny/mip/yeshivas-menachem-mendel-505771637,Religious General Interest Schools,http://www.monseychabad.com,262 Blauvelt Rd,Monsey,NY,10952,41.12153828571429,-74.06908657142857
Yeshiva University Museum,(212) 960-5390,https://www.yellowpages.com/new-york-ny/mip/yeshiva-university-museum-471849855,"Colleges & Universities,Religious General Interest Schools",http://www.yu.edu,500 W 185th St,New York,NY,10033,40.8506562,-73.9298679
Yeshivas Ahavas Isreal,(845) 292-4876,https://www.yellowpages.com/liberty-ny/mip/yeshivas-ahavas-isreal-537405843,,,73 Old Loomis Rd,Liberty,NY,12754,41.79915607094636,-74.7708824947474
Yeshiva Ohr Shraga Veretzsky,(718) 252-7777,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-ohr-shraga-veretzsky-2864448,"Public Schools,Schools",http://www.ohrshraga.org,1102 Avenue L,Brooklyn,NY,11230,40.62008346296297,-73.96411892592593
Central Yeshiva Tomchei Tmimim Lubavitz,(718) 774-3430,https://www.yellowpages.com/brooklyn-ny/mip/central-yeshiva-tomchei-tmimim-lubavitz-507386398,Colleges & Universities,http://www.centralyeshiva.com,841 Ocean Pkwy,Brooklyn,NY,11230,40.628005,-73.970821
Cong Yeshiva Bais Moshe,(718) 972-1962,https://www.yellowpages.com/brooklyn-ny/mip/cong-yeshiva-bais-moshe-547760594,,,1650 41st St,Brooklyn,NY,11218,40.639505,-73.987455
Yeshiva Darchei Aliya,(718) 975-0489,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-darchei-aliya-530142611,Physicians & Surgeons,,1245 E 18th St,Brooklyn,NY,11230,40.620151199999995,-73.95724328729324
Yeshiva Gedolah Zichron Moshe,(845) 434-5240,https://www.yellowpages.com/fallsburg-ny/mip/yeshiva-gedolah-zichron-moshe-534582102,"Elementary Schools,Schools",,84 Laurel Park Rd,Fallsburg,NY,12733,41.72926615565064,-74.62105501188019
Yeshiva Rabbi Solomon Kluger,(718) 236-1175,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-rabbi-solomon-kluger-534477834,Public Schools,,1865 51st St,Brooklyn,NY,11204,40.6263929,-73.98010767012161
Yeshiva Darkei Emunah,(845) 371-6019,https://www.yellowpages.com/spring-valley-ny/mip/yeshiva-darkei-emunah-456805864,,,49 S Main St,Spring Valley,NY,10977,41.1130231,-74.0437839
Syracuse Hebrew Day School,(315) 446-1900,https://www.yellowpages.com/syracuse-ny/mip/syracuse-hebrew-day-school-7210355,"Public Schools,Educational Services,Churches & Places of Worship",http://www.shds.org,5655 Thompson Rd,Syracuse,NY,13214,43.0553801,-76.0830659
Yeshiva Ketana Of Long Island,(516) 791-2800,https://www.yellowpages.com/valley-stream-ny/mip/yeshiva-ketana-of-long-island-10906155,,http://ykli.org,410 Hungry Harbor Rd,Valley Stream,NY,11581,40.64599111368606,-73.71840452599133
Yeshiva Stolin,(845) 362-4105,https://www.yellowpages.com/suffern-ny/mip/yeshiva-stolin-5640582,Schools,,259 Grandview Ave,Suffern,NY,10901,41.1115932,-74.1216851
Yeshiva Ateret Torah,(718) 375-2556,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-ateret-torah-16692042,"Public Schools,Schools,Educational Services",,1627 E 95th St,Brooklyn,NY,11236,40.6335142,-73.89181678530784
Yeshiva Chaim Ushulom,(718) 871-0645,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-chaim-ushulom-459300615,"Public Schools,Schools",,4607 14th Ave,Brooklyn,NY,11219,40.6350379,-73.98813837991096
Albert Einstein College of Medicine of Yeshiva Uni,(718) 405-8440,https://www.yellowpages.com/bronx-ny/mip/albert-einstein-college-of-medicine-of-yeshiva-uni-455595286,,,1625 Poplar St,Bronx,NY,10461,40.8464148,-73.84582361317337
Yeshiva Of Staten Island,(845) 626-2179,https://www.yellowpages.com/kerhonkson-ny/mip/yeshiva-of-staten-island-14105099,Campgrounds & Recreational Vehicle Parks,,YESHIVA Of Staten Isl,Kerhonkson,NY,12446,41.7736845,-74.30082923131955
Yeshiva Kehilath Yakov,(718) 923-9234,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-kehilath-yakov-454826206,"Private Schools (K-12),Child Care,Schools",,638 Bedford Ave,Brooklyn,NY,11249,40.7020391,-73.95916571704635
Yeshiva Of Rochester,(585) 473-2810,https://www.yellowpages.com/rochester-ny/mip/yeshiva-of-rochester-675520,Colleges & Universities,http://www.tiuny.org,759 Park Ave,Rochester,NY,14607,43.147378,-77.575491
Yeshiva Mkor Boruch,(845) 794-8595,https://www.yellowpages.com/monticello-ny/mip/yeshiva-mkor-boruch-3862233,"Private Schools (K-12),Religious General Interest Schools,Schools",,736 State Route 17B,Monticello,NY,12701,41.6556465,-74.6893282
Yeshiva Darchei Torah Inc,(718) 868-0113,https://www.yellowpages.com/far-rockaway-ny/mip/yeshiva-darchei-torah-inc-470706080,"Religious Organizations,Synagogues,Churches & Places of Worship",http://www.darchei.org,257 Beach 17th St,Far Rockaway,NY,11691,40.5965798,-73.7516351454023
Yeshiva Nesivos Chaim,(718) 972-1221,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-nesivos-chaim-468276848,Schools,http://www.rabbihorowitz.com/PYes/SchoolDetails.cfm?School_ID=763,686 E 2nd St,Brooklyn,NY,11218,40.63426403846154,-73.97672876923077
Ahi Ezer Yeshiva School,(718) 648-6100,https://www.yellowpages.com/brooklyn-ny/mip/ahi-ezer-yeshiva-school-2091495,Religious General Interest Schools,http://www.ahiezeryeshiva.org,2433 Ocean Pkwy,Brooklyn,NY,11235,40.5902415,-73.96466673761057
Yeshiva Torah Umidos,(718) 339-7672,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-torah-umidos-18957740,"Public Schools,Schools",,1358 E 13th St,Brooklyn,NY,11230,40.616389749999996,-73.96186284999999
Yeshiva Ahavas Israel,(718) 855-2367,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-ahavas-israel-506459837,,,12 Franklin St,Brooklyn,NY,11222,40.7253891,-73.9572625
Yeshiva Gedolah,(917) 946-1788,https://www.yellowpages.com/bronx-ny/mip/yeshiva-gedolah-542640889,,,1216 Avenue Saint John,Bronx,NY,10455,40.8144951,-73.9022216
Yeshiva Gedoleh Ohr Yisroel,(718) 963-4200,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-gedoleh-ohr-yisroel-462895180,Public Schools,http://yeshivaty.com,8800 Seaview Ave,Brooklyn,NY,11236,40.6297343,-73.8964094
Yeshiva Toras Emes,(718) 377-0909,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-toras-emes-9009858,Schools,,2332 Olean St,Brooklyn,NY,11210,40.614607649999996,-73.95074197847222
Yeshiva Rambam,(718) 252-7871,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-rambam-2611301,Schools,,3190 Bedford Ave,Brooklyn,NY,11210,40.62472108695652,-73.9514362173913
Yeshiva Ohr Eliezer,(347) 462-2004,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-ohr-eliezer-482733883,Public Schools,,1655 E 10th St,Brooklyn,NY,11223,40.608502200000004,-73.9628669
Congregation Ner Tamid - CLOSED,,https://www.yellowpages.com/liverpool-ny/mip/congregation-ner-tamid-1212781,"Religious Organizations,Synagogues",,5061 W Taft Rd,Liverpool,NY,13088,43.106456,-76.217705
Magen David Yeshiva,(718) 266-2082,https://www.yellowpages.com/brooklyn-ny/mip/magen-david-yeshiva-7536147,,,49 Avenue T,Brooklyn,NY,11223,40.598473,-73.98315289817249
Darchei Yeshiva Aliya MD,(718) 975-0489,https://www.yellowpages.com/brooklyn-ny/mip/darchei-yeshiva-aliya-md-542475948,Public Schools,,1997 E 7th St,Brooklyn,NY,11223,40.6018149,-73.96454740210243
Yeshiva,(718) 474-0045,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-507185733,Public Schools,http://www.yeshivaofbelleharbor.org,1649 E 13th St,Brooklyn,NY,11229,40.609147163265305,-73.96013718367347
Yeshiva Ateres Yisroel - CLOSED,(718) 763-6777,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-ateres-yisroel-8787697,"Schools,Religious General Interest Schools",,8101 Avenue K,Brooklyn,NY,11236,40.63303445,-73.9088721
Yeshiva Yeshurin-Robshitz,(718) 375-9292,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-yeshurin-robshitz-462711641,Religious General Interest Schools,,1454 Ocean Pkwy,Brooklyn,NY,11230,40.613211500000006,-73.96900438903654
Yeshiva Shaar Hatorah,(718) 846-1940,https://www.yellowpages.com/richmond-hill-ny/mip/yeshiva-shaar-hatorah-4405515,"Public Schools,Schools,Religious General Interest Schools",http://shaarhatorah.edu,11706 84th Ave,Richmond Hill,NY,11418,40.70342,-73.836619
Yeshiva Of Brooklyn Elementary,(718) 376-3775,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-of-brooklyn-elementary-456006287,"Public Schools,Schools,Elementary Schools",,1470 Ocean Pkwy,Brooklyn,NY,11230,40.61283923469388,-73.96793134693878
Yeshiva Sharei Hatzluche,(718) 853-5425,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-sharei-hatzluche-6153335,Private Schools (K-12),,5508 16th Ave,Brooklyn,NY,11204,40.62756965,-73.98941097145953
Yeshiva Lomza Petach Tikva Israel,(718) 853-6811,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-lomza-petach-tikva-israel-15337486,"Public Schools,Schools",,90 Parkville Ave,Brooklyn,NY,11230,40.62913185,-73.97461895
Yeshiva Atlanta,(516) 433-4811,https://www.yellowpages.com/plainview-ny/mip/yeshiva-atlanta-524620423,,https://www.atljewishacademy.org,132 Southern Pkwy,Plainview,NY,11803,40.781225,-73.489672
Yeshiva Keser Torah,(347) 831-2642,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-keser-torah-548385393,School Information,,4304 14th Ave,Brooklyn,NY,11219,40.6370378,-73.98673300000002
Yeshiva Chanoch Lenaar,(718) 774-8456,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-chanoch-lenaar-4572225,"Public Schools,Schools",http://yeshiva.org,804 Montgomery St,Brooklyn,NY,11213,40.66446675,-73.93819013712478
Yeshiva Farms Settlement Schools,(914) 666-8402,https://www.yellowpages.com/mt-kisco-ny/mip/yeshiva-farms-settlement-schools-11616906,"Public Schools,Educational Services,Schools",,Pines Bridge Rd,Mt Kisco,NY,10549,41.221104,-73.733124
Yeshiva Achei Tmimim Lubavitz,(203) 268-7700,https://www.yellowpages.com/trumbull-ct/mip/yeshiva-achei-tmimim-lubavitz-469157314,Clergy,https://www.yeshivaschool.com,77 Mount Pleasant Dr,Trumbull,CT,6611,41.23555426429529,-73.23771402263918
Yeshiva Ohr Torah,(845) 352-2411,https://www.yellowpages.com/monsey-ny/mip/yeshiva-ohr-torah-475800315,"Public Schools,Schools",,201 Route 306,Monsey,NY,10952,41.118048,-74.05940368364077
Mesiuta Yeshiva Rabbi,(718) 676-5466,https://www.yellowpages.com/brooklyn-ny/mip/mesiuta-yeshiva-rabbi-468065667,Religious Organizations,,1559 Coney Island Ave,Brooklyn,NY,11230,40.61936075,-73.96379509594745
Yeshiva Mesivta Wiznitz of USA,(845) 434-8901,https://www.yellowpages.com/fallsburg-ny/mip/yeshiva-mesivta-wiznitz-of-usa-462433199,"Social Service Organizations,Community Organizations,Human Services Organizations",http://yeshiva-mesivta-wiznitz-of-u-s-a-brooklyn-ny.assistance-from-nonprofits.aidpage.com,35 Katz Rd,Fallsburg,NY,12733,41.73142999300925,-74.59512501755103
Yeshiva Toras Emmes Kamenitz,(718) 375-0900,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-toras-emmes-kamenitz-12122986,"Public Schools,Schools",http://ytek.org,1904 Avenue N,Brooklyn,NY,11230,40.615975999999996,-73.9555741632653
Congregation Yeshiva Me'on Hatorah,(845) 352-1270,https://www.yellowpages.com/spring-valley-ny/mip/congregation-yeshiva-meon-hatorah-17162854,"Special Education,Schools",,365 Viola Rd,Spring Valley,NY,10977,41.1351638,-74.0651138
